ID,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
101449,145,0,1,0,12/11/16
101450,88,0,1,0,12/11/16
101451,95,0,0,0,12/11/16
101452,75,0,0,0,13/11/16
101453,75,0,0,0,13/11/16
101454,79.2,0,1,0,13/11/16
101455,79.2,0,1,0,13/11/16
101456,79.2,0,1,0,13/11/16
101457,75,0,0,0,13/11/16
101458,246.25,0,1,0,13/11/16
101459,120.06,0,1,0,13/11/16
101460,75,0,0,0,13/11/16
101461,105,0,0,0,13/11/16
101462,78.2,0,1,0,13/11/16
101463,250,0,0,0,13/11/16
101464,118.33,0,3,0,13/11/16
101465,156.67,0,3,0,13/11/16
101466,67.5,0,0,0,13/11/16
101467,67.5,0,0,0,13/11/16
101468,134.3,0,1,0,13/11/16
101469,143.43,0,1,0,13/11/16
101470,123.2,0,1,0,13/11/16
101471,75,0,0,0,13/11/16
101472,135,0,1,0,13/11/16
101473,118.07,0,1,0,13/11/16
101474,75,0,0,0,13/11/16
101475,144.86,0,1,0,13/11/16
101476,120.9,0,2,0,13/11/16
101477,130.33,0,1,0,13/11/16
101478,130.33,0,1,0,13/11/16
101479,130,0,1,0,13/11/16
101480,75,0,0,0,13/11/16
101481,106.2,0,3,0,13/11/16
101482,144.45,0,2,0,13/11/16
101483,130,0,1,0,13/11/16
101484,120.9,0,2,0,13/11/16
101485,63,0,0,0,13/11/16
101486,113.33,0,3,0,13/11/16
101487,83.7,0,2,0,13/11/16
101488,142.63,0,1,0,13/11/16
101489,105,0,1,0,17/11/16
101490,97.2,0,0,0,13/11/16
101491,129.9,0,0,0,13/11/16
101492,100.1,0,1,0,13/11/16
101493,79.2,0,2,0,13/11/16
101494,79.2,0,1,0,13/11/16
101495,79.2,0,1,0,13/11/16
101496,91.6,0,0,0,13/11/16
101497,125.57,0,1,0,13/11/16
101498,125.57,0,1,0,13/11/16
101499,125.57,0,1,0,13/11/16
101500,9,0,0,0,13/11/16
101501,125.57,0,1,0,13/11/16
101502,118.07,0,1,0,13/11/16
101503,104,0,1,0,13/11/16
101504,106.5,0,1,0,13/11/16
101505,106.5,0,1,0,13/11/16
101506,106.5,0,0,0,13/11/16
101507,79.2,0,2,0,13/11/16
101508,130,0,1,0,13/11/16
101509,133.03,0,1,0,13/11/16
101510,133.03,0,1,0,13/11/16
101511,110,0,1,0,13/11/16
101512,124.5,0,3,0,13/11/16
101513,0,1,3,0,13/11/16
101514,0,1,3,0,13/11/16
101515,97.2,0,1,0,13/11/16
101516,99.9,1,1,0,13/11/16
101517,150.06,0,1,0,13/11/16
101518,207.9,0,1,0,13/11/16
101519,0,0,0,0,13/11/16
101520,98,0,0,0,13/11/16
101521,135,0,2,0,13/11/16
101522,140.5,0,1,0,13/11/16
101523,91.6,0,0,0,13/11/16
101524,122.96,0,1,0,13/11/16
101525,124.71,0,0,0,13/11/16
101526,126.3,0,2,0,13/11/16
101527,75,0,0,0,13/11/16
101528,75,0,1,0,14/11/16
101529,115.68,0,0,0,14/11/16
101530,75,0,1,0,14/11/16
101531,162.67,0,2,0,14/11/16
101532,147.15,0,0,0,14/11/16
101533,79.2,0,0,0,14/11/16
101534,75,0,0,0,14/11/16
101535,79.2,0,2,0,14/11/16
101536,138.24,0,0,0,14/11/16
101537,140.08,0,0,0,14/11/16
101538,126.48,1,2,0,14/11/16
101539,88.76,0,1,0,14/11/16
101540,106.5,0,1,0,14/11/16
101541,54.75,0,2,0,14/11/16
101542,54.75,0,2,0,14/11/16
101543,54.75,0,2,0,14/11/16
101544,54.75,0,2,0,14/11/16
101545,54.75,0,2,0,14/11/16
101546,88.29,0,1,0,14/11/16
101547,64.37,0,1,0,14/11/16
101548,114,0,2,0,14/11/16
101549,102.6,1,2,0,14/11/16
101550,64.37,0,1,0,14/11/16
101551,97,1,1,0,14/11/16
101552,105,1,1,0,14/11/16
101553,88.46,0,1,0,14/11/16
101554,79.46,0,1,0,14/11/16
101555,79.2,0,0,0,14/11/16
101556,79.2,0,0,0,14/11/16
101557,79.2,0,0,0,14/11/16
101558,105,0,1,0,14/11/16
101559,112.2,0,2,0,14/11/16
101560,75,0,0,0,14/11/16
101561,79.2,0,1,0,14/11/16
101562,75,0,0,0,14/11/16
101563,88,0,1,0,14/11/16
101564,59.5,0,0,0,14/11/16
101565,0,0,0,0,14/11/16
101566,97.23,0,0,0,14/11/16
101567,88.23,0,0,0,14/11/16
101568,102.67,0,0,0,14/11/16
101569,59.5,0,0,0,14/11/16
101570,124.67,0,5,0,14/11/16
101571,155.49,0,1,0,14/11/16
101572,96,0,1,0,14/11/16
101573,96,0,1,0,14/11/16
101574,96,0,1,0,14/11/16
101575,93.6,0,2,0,14/11/16
101576,85.75,0,0,0,14/11/16
101577,134.45,0,3,0,14/11/16
101578,51.28,0,2,0,14/11/16
101579,51.28,0,2,0,14/11/16
101580,88.23,0,0,0,14/11/16
101581,65.46,0,1,0,14/11/16
101582,105,0,1,0,14/11/16
101583,79.2,0,0,0,14/11/16
101584,87.27,0,0,0,14/11/16
101585,87.27,0,0,0,14/11/16
101586,120.15,0,2,0,15/11/16
101587,77,0,0,0,15/11/16
101588,90.07,0,1,0,15/11/16
101589,90.07,0,1,0,15/11/16
101590,128.33,0,1,0,15/11/16
101591,0,0,1,0,15/11/16
101592,90.1,0,1,0,15/11/16
101593,90.1,0,1,0,15/11/16
101594,103,0,2,0,15/11/16
101595,79.2,0,3,0,15/11/16
101596,150,0,1,0,15/11/16
101597,121.2,0,2,0,15/11/16
101598,119.33,0,1,0,15/11/16
101599,88.8,0,0,0,15/11/16
101600,108.58,0,1,0,15/11/16
101601,93.6,0,1,0,15/11/16
101602,124.52,0,1,0,15/11/16
101603,86.4,0,3,0,15/11/16
101604,79.2,0,2,0,15/11/16
101605,74.8,0,2,0,15/11/16
101606,75,0,0,0,15/11/16
101607,65,0,0,0,15/11/16
101608,105,0,0,0,15/11/16
101609,74.8,0,3,0,15/11/16
101610,90,0,0,0,15/11/16
101611,65,0,0,0,15/11/16
101612,91.05,0,1,0,15/11/16
101613,88,0,1,0,15/11/16
101614,75,0,0,0,15/11/16
101615,121,0,2,0,15/11/16
101616,114.41,0,2,0,15/11/16
101617,75,0,0,0,15/11/16
101618,86.72,0,1,0,15/11/16
101619,105.74,0,0,0,15/11/16
101620,75,0,1,0,15/11/16
101621,119.33,0,2,0,15/11/16
101622,79.2,0,0,0,15/11/16
101623,79.2,0,0,0,15/11/16
101624,105,0,2,0,15/11/16
101625,0,0,1,0,15/11/16
101626,92.4,0,1,0,15/11/16
101627,92.4,0,1,0,15/11/16
101628,75,0,0,0,15/11/16
101629,75,0,0,0,15/11/16
101630,88.4,0,2,0,18/11/16
101631,119.33,0,2,0,15/11/16
101632,75,0,1,0,15/11/16
101633,75,0,1,0,15/11/16
101634,65,0,0,0,15/11/16
101635,90.1,0,1,0,15/11/16
101636,124.6,0,1,0,15/11/16
101637,86.72,0,1,0,15/11/16
101638,112,0,0,0,15/11/16
101639,6,0,2,0,15/11/16
101640,6,0,2,0,15/11/16
101641,6,0,2,0,15/11/16
101642,0,0,0,0,15/11/16
101643,78.2,0,1,0,16/11/16
101644,93.93,0,2,0,16/11/16
101645,75,0,1,0,16/11/16
101646,100.3,0,0,0,16/11/16
101647,79,0,0,0,16/11/16
101648,79.48,0,2,0,16/11/16
101649,102.6,1,1,0,16/11/16
101650,85.85,0,0,0,16/11/16
101651,106.21,0,2,0,16/11/16
101652,44,0,1,0,16/11/16
101653,49,0,2,0,4/03/17
101654,65,0,0,0,16/11/16
101655,73.81,0,1,0,16/11/16
101656,60.29,0,3,0,16/11/16
101657,60.29,0,4,0,16/11/16
101658,60.29,0,4,0,16/11/16
101659,0,0,2,0,16/11/16
101660,85.85,0,1,0,16/11/16
101661,88,0,0,0,16/11/16
101662,111,0,1,0,16/11/16
101663,85.75,0,1,0,16/11/16
101664,79.2,0,0,0,16/11/16
101665,85.75,0,0,0,16/11/16
101666,103,0,1,0,16/11/16
101667,103,0,1,0,16/11/16
101668,85.75,0,1,0,16/11/16
101669,88,0,0,0,16/11/16
101670,83.01,0,2,0,16/11/16
101671,93.84,0,1,0,16/11/16
101672,105,0,2,0,16/11/16
101673,99.2,0,0,0,16/11/16
101674,68,0,0,0,16/11/16
101675,94.36,0,2,0,16/11/16
101676,75,0,0,0,16/11/16
101677,77.25,0,1,0,16/11/16
101678,40,0,0,0,16/11/16
101679,79.48,0,1,0,16/11/16
101680,93.6,0,1,0,16/11/16
101681,100.94,0,3,0,16/11/16
101682,78.1,0,1,0,16/11/16
101683,79.48,0,2,0,16/11/16
101684,103,0,1,0,16/11/16
101685,103,0,1,0,16/11/16
101686,80,0,0,0,16/11/16
101687,108.43,0,2,0,17/11/16
101688,75,0,0,0,17/11/16
101689,60.48,0,2,0,17/11/16
101690,97,0,1,0,17/11/16
101691,74.8,0,1,0,17/11/16
101692,75,0,1,0,17/11/16
101693,107.64,0,1,0,17/11/16
101694,196.67,0,4,0,17/11/16
101695,121,0,1,0,17/11/16
101696,92.94,0,2,0,17/11/16
101697,75,0,1,0,17/11/16
101698,75,0,1,0,17/11/16
101699,95,0,0,0,17/11/16
101700,75,0,1,0,17/11/16
101701,80.8,0,0,0,17/11/16
101702,65,0,0,0,17/11/16
101703,89.75,1,0,0,17/11/16
101704,88.4,0,1,0,17/11/16
101705,93,0,0,0,17/11/16
101706,80,0,0,0,17/11/16
101707,84,0,0,0,17/11/16
101708,65.1,0,1,0,17/11/16
101709,97,0,2,0,17/11/16
101710,95,0,0,0,17/11/16
101711,89.08,0,1,0,17/11/16
101712,97.4,0,1,0,17/11/16
101713,114,0,2,0,17/11/16
101714,120,0,0,0,17/11/16
101715,103,0,2,0,17/11/16
101716,114,0,2,0,17/11/16
101717,75,0,0,0,17/11/16
101718,75,0,0,0,17/11/16
101719,75,0,0,0,17/11/16
101720,90.65,0,1,0,17/11/16
101721,75,0,0,0,17/11/16
101722,92.65,0,2,0,17/11/16
101723,90,0,0,0,17/11/16
101724,90,0,0,0,17/11/16
101725,98,0,2,0,17/11/16
101726,99.1,1,1,0,17/11/16
101727,81.9,0,1,0,17/11/16
101728,91,0,3,0,17/11/16
101729,111,0,1,0,17/11/16
101730,96.9,0,2,0,17/11/16
101731,125,0,2,0,17/11/16
101732,113.5,0,1,0,17/11/16
101733,107,0,1,0,17/11/16
101734,64.37,0,1,0,17/11/16
101735,67.76,0,1,0,17/11/16
101736,80.75,0,2,0,17/11/16
101737,114,0,2,0,17/11/16
101738,98.6,0,1,0,17/11/16
101739,75,0,1,0,17/11/16
101740,77,0,0,0,17/11/16
101741,75.4,0,1,0,17/11/16
101742,87.5,0,1,0,17/11/16
101743,88,0,1,0,17/11/16
101744,79.2,0,2,0,17/11/16
101745,69.3,0,1,0,17/11/16
101746,77,0,0,0,18/11/16
101747,94.35,0,1,0,18/11/16
101748,80,0,0,0,18/11/16
101749,79.2,0,1,0,18/11/16
101750,74.8,0,2,0,18/11/16
101751,96.9,0,0,0,18/11/16
101752,75,0,1,0,18/11/16
101753,95,0,2,0,18/11/16
101754,121,0,2,0,18/11/16
101755,84,0,0,0,18/11/16
101756,140,0,0,0,18/11/16
101757,105,0,1,0,18/11/16
101758,89.7,0,1,0,18/11/16
101759,82,0,0,0,18/11/16
101760,73.15,0,1,0,18/11/16
101761,88,0,1,0,18/11/16
101762,73.15,0,1,0,18/11/16
101763,114,1,1,0,18/11/16
101764,130,0,1,0,18/11/16
101765,82.08,0,0,0,18/11/16
101766,87.5,0,1,0,18/11/16
101767,88.4,0,2,0,18/11/16
101768,120,0,1,0,18/11/16
101769,69.3,0,1,0,18/11/16
101770,99.17,0,2,0,18/11/16
101771,65.29,0,1,0,18/11/16
101772,75,0,0,0,18/11/16
101773,96,0,2,0,18/11/16
101774,89.7,0,2,0,18/11/16
101775,58.45,0,1,0,18/11/16
101776,75,0,1,0,18/11/16
101777,75,0,0,0,18/11/16
101778,89.7,0,2,0,18/11/16
101779,100.63,0,0,0,18/11/16
101780,86.88,1,0,0,18/11/16
101781,124.2,1,0,0,18/11/16
101782,83.13,0,0,0,18/11/16
101783,79.2,0,1,0,18/11/16
101784,92.08,0,0,0,18/11/16
101785,75.27,0,2,0,18/11/16
101786,95,0,0,0,18/11/16
101787,75.9,0,2,0,18/11/16
101788,86.25,0,2,0,18/11/16
101789,68,0,0,0,18/11/16
101790,100.05,0,1,0,18/11/16
101791,100.63,0,0,0,18/11/16
101792,68,0,0,0,18/11/16
101793,75,0,0,0,18/11/16
101794,89.8,0,0,0,18/11/16
101795,8.34,0,2,0,18/11/16
101796,95,0,1,0,18/11/16
101797,74.61,0,2,0,18/11/16
101798,105,0,1,0,18/11/16
101799,64.67,0,1,0,18/11/16
101800,97.87,0,4,0,18/11/16
101801,65,0,0,0,18/11/16
101802,79.2,0,1,0,18/11/16
101803,77,0,2,0,18/11/16
101804,97,0,3,0,19/11/16
101805,0,0,1,0,19/11/16
101806,0,0,1,0,19/11/16
101807,104,1,1,0,19/11/16
101808,75,0,0,0,19/11/16
101809,68,0,0,0,19/11/16
101810,57.93,0,1,0,19/11/16
101811,88.4,0,1,0,19/11/16
101812,89,0,1,0,19/11/16
101813,88.4,0,2,0,19/11/16
101814,96.9,0,1,0,19/11/16
101815,120,0,0,0,19/11/16
101816,120,0,0,0,19/11/16
101817,95,0,0,0,19/11/16
101818,95,0,0,0,19/11/16
101819,95,0,2,0,19/11/16
101820,88.4,0,2,0,19/11/16
101821,120,0,0,0,19/11/16
101822,126,0,2,0,19/11/16
101823,95,0,0,0,19/11/16
101824,104,0,0,0,19/11/16
101825,50,0,0,0,19/11/16
101826,88.4,0,1,0,19/11/16
101827,84.6,0,0,0,19/11/16
101828,90,0,0,0,19/11/16
101829,65.84,0,1,0,19/11/16
101830,104,0,2,0,19/11/16
101831,88.4,0,1,0,19/11/16
101832,104,0,2,0,19/11/16
101833,65.29,0,1,0,19/11/16
101834,65.1,0,1,0,19/11/16
101835,94,0,1,0,19/11/16
101836,88.4,0,1,0,19/11/16
101837,88.4,0,2,0,19/11/16
101838,96.9,0,3,0,19/11/16
101839,110,0,0,0,19/11/16
101840,94.35,0,2,0,19/11/16
101841,59.33,0,1,0,19/11/16
101842,88.4,0,1,0,19/11/16
101843,95,0,1,0,19/11/16
101844,77,0,0,0,19/11/16
101845,123,0,2,0,19/11/16
101846,74.48,0,0,0,19/11/16
101847,74.8,0,2,0,19/11/16
101848,82.8,0,2,0,19/11/16
101849,86.67,0,1,0,19/11/16
101850,75,0,0,0,19/11/16
101851,121,0,1,0,19/11/16
101852,99.48,0,3,0,19/11/16
101853,104,0,0,0,19/11/16
101854,67.5,1,0,0,19/11/16
101855,75,0,0,0,19/11/16
101856,108,1,1,0,19/11/16
101857,74.8,0,1,0,19/11/16
101858,75,0,0,0,20/11/16
101859,88,0,2,0,20/11/16
101860,75,0,0,0,20/11/16
101861,75,0,0,0,20/11/16
101862,75,0,0,0,20/11/16
101863,88.4,0,1,0,20/11/16
101864,88.4,0,1,0,20/11/16
101865,64.67,0,1,0,20/11/16
101866,88.4,0,1,0,20/11/16
101867,95,0,2,0,20/11/16
101868,88.4,0,1,0,20/11/16
101869,79.2,0,3,0,20/11/16
101870,68,0,0,0,20/11/16
101871,92.2,0,2,0,20/11/16
101872,89.25,0,3,0,20/11/16
101873,79.2,0,0,0,20/11/16
101874,59.94,0,0,0,20/11/16
101875,125,0,2,0,20/11/16
101876,80.75,0,2,0,20/11/16
101877,88,0,2,0,20/11/16
101878,64.67,0,3,0,20/11/16
101879,140,0,1,0,20/11/16
101880,126,0,3,0,20/11/16
101881,102.6,0,1,0,20/11/16
101882,65.45,0,1,0,20/11/16
101883,79.2,0,2,0,20/11/16
101884,0,0,1,0,20/11/16
101885,136.8,0,1,0,20/11/16
101886,90,0,1,0,20/11/16
101887,90,0,1,0,20/11/16
101888,156.6,0,0,0,20/11/16
101889,105,0,1,0,20/11/16
101890,85,0,1,0,23/11/16
101891,76.08,0,1,0,20/11/16
101892,90,0,1,0,20/11/16
101893,95,0,1,0,20/11/16
101894,88,0,1,0,20/11/16
101895,0,0,0,0,20/11/16
101896,79.2,0,1,0,20/11/16
101897,79.2,0,1,0,20/11/16
101898,88.4,0,2,0,20/11/16
101899,105,0,1,0,20/11/16
101900,75,0,0,0,20/11/16
101901,111,0,1,0,20/11/16
101902,111,0,1,0,20/11/16
101903,93.6,0,3,0,20/11/16
101904,85,0,2,0,20/11/16
101905,130.9,0,3,0,20/11/16
101906,48.5,0,1,0,20/11/16
101907,71.1,0,0,0,20/11/16
101908,79.2,0,1,0,20/11/16
101909,99,1,2,0,20/11/16
101910,100,1,3,0,25/08/17
101911,88.4,0,1,0,20/11/16
101912,0,1,1,0,20/11/16
101913,88,0,1,0,20/11/16
101914,80.85,0,1,0,20/11/16
101915,67.5,0,1,0,20/11/16
101916,70.72,0,0,0,20/11/16
101917,75,0,0,0,20/11/16
101918,75,0,0,0,20/11/16
101919,83.39,0,1,0,20/11/16
101920,68,0,1,0,20/11/16
101921,104,0,1,0,20/11/16
101922,88,0,2,0,20/11/16
101923,80.75,0,2,0,20/11/16
101924,89,0,2,0,20/11/16
101925,96.9,0,2,0,20/11/16
101926,105,0,1,0,20/11/16
101927,111,0,1,0,20/11/16
101928,75,0,0,0,20/11/16
101929,111,0,0,0,20/11/16
101930,0,0,0,0,20/11/16
101931,0,0,0,1,29/06/17
101932,68.47,0,1,0,20/11/16
101933,0,0,1,0,20/11/16
101934,118.58,0,1,0,20/11/16
101935,104,1,1,0,20/11/16
101936,91.2,0,0,0,20/11/16
101937,109.1,0,3,0,20/11/16
101938,91.6,0,2,0,20/11/16
101939,134,0,1,0,20/11/16
101940,64.67,0,1,0,20/11/16
101941,89.2,0,1,0,20/11/16
101942,111,0,4,0,20/11/16
101943,74.8,0,2,0,20/11/16
101944,54.71,0,1,0,21/11/16
101945,88,0,2,0,21/11/16
101946,79.2,0,2,0,21/11/16
101947,96.9,0,1,0,21/11/16
101948,74.61,0,1,0,21/11/16
101949,126,0,2,0,21/11/16
101950,70.88,0,1,0,21/11/16
101951,133.98,0,1,0,21/11/16
101952,75,0,0,0,21/11/16
101953,93.6,0,1,0,21/11/16
101954,78.63,0,0,0,21/11/16
101955,100.5,0,1,0,21/11/16
101956,75,0,0,0,21/11/16
101957,178.67,0,2,0,21/11/16
101958,97.4,1,1,0,21/11/16
101959,79.2,0,1,0,21/11/16
101960,75,0,0,0,21/11/16
101961,57.59,0,1,0,21/11/16
101962,124.2,0,1,0,21/11/16
101963,93.6,0,2,0,21/11/16
101964,89.9,0,1,0,21/11/16
101965,74.8,0,1,0,21/11/16
101966,93.6,0,1,0,21/11/16
101967,94.67,0,2,0,21/11/16
101968,126,0,1,0,21/11/16
101969,79.2,0,1,0,21/11/16
101970,114,0,1,0,21/11/16
101971,74.8,0,1,0,21/11/16
101972,89.9,0,1,0,21/11/16
101973,104,0,1,0,21/11/16
101974,47.5,1,1,0,21/11/16
101975,0,1,2,0,21/11/16
101976,64.67,0,1,0,21/11/16
101977,96,0,0,0,21/11/16
101978,140,0,2,0,21/11/16
101979,60.06,0,1,0,21/11/16
101980,146.8,0,3,0,21/11/16
101981,79.2,0,3,0,21/11/16
101982,67.76,0,1,0,21/11/16
101983,107.67,0,1,0,21/11/16
101984,79.2,0,0,0,21/11/16
101985,91.5,0,2,0,21/11/16
101986,74.8,0,1,0,21/11/16
101987,88.4,0,2,0,21/11/16
101988,92.23,0,1,0,21/11/16
101989,74.8,0,3,0,21/11/16
101990,88.4,0,1,0,21/11/16
101991,88.4,0,2,0,21/11/16
101992,74.8,0,1,0,21/11/16
101993,95,0,0,0,21/11/16
101994,109.23,0,3,0,21/11/16
101995,98.75,0,0,0,21/11/16
101996,75,0,0,0,21/11/16
101997,67.76,0,1,0,21/11/16
101998,107.67,0,2,0,21/11/16
101999,96.9,0,2,0,21/11/16
102000,75,0,0,0,21/11/16
102001,104.67,0,0,0,21/11/16
102002,75,0,0,0,21/11/16
102003,85.75,0,0,0,21/11/16
102004,75,0,0,0,21/11/16
102005,56.94,0,1,0,21/11/16
102006,0,0,0,0,21/11/16
102007,162.4,0,1,0,21/11/16
102008,85.75,0,0,0,21/11/16
102009,92.67,0,2,0,21/11/16
102010,98.1,0,1,0,21/11/16
102011,75,0,0,0,23/11/16
102012,75,0,0,0,23/11/16
102013,38.5,0,1,0,22/11/16
102014,38.5,0,2,0,22/11/16
102015,87.63,0,1,0,22/11/16
102016,65.45,0,1,0,22/11/16
102017,75.66,0,1,0,22/11/16
102018,97.4,0,1,0,22/11/16
102019,103,0,2,0,22/11/16
102020,70.72,0,0,0,22/11/16
102021,92.86,0,0,0,22/11/16
102022,75,0,1,0,22/11/16
102023,75,0,0,0,22/11/16
102024,101.86,0,2,0,22/11/16
102025,74.61,0,1,0,22/11/16
102026,75,0,0,0,22/11/16
102027,74.8,0,1,0,22/11/16
102028,107.67,0,2,0,22/11/16
102029,107.5,0,0,0,22/11/16
102030,75,0,1,0,22/11/16
102031,126,0,3,0,22/11/16
102032,73.95,0,1,0,22/11/16
102033,93.6,0,1,0,22/11/16
102034,128.6,0,2,0,22/11/16
102035,93.6,0,1,0,22/11/16
102036,75,0,0,0,22/11/16
102037,102.6,0,1,0,23/11/16
102038,87.63,0,1,0,22/11/16
102039,120,0,3,0,22/11/16
102040,99.67,0,2,0,22/11/16
102041,131.4,1,0,0,22/11/16
102042,54.71,0,1,0,22/11/16
102043,140.12,0,1,0,22/11/16
102044,111.67,0,1,0,22/11/16
102045,108.67,0,3,0,22/11/16
102046,128.67,0,3,0,22/11/16
102047,62.5,0,0,0,22/11/16
102048,107.67,0,2,0,22/11/16
102049,94.5,0,1,0,22/11/16
102050,65.45,0,1,0,22/11/16
102051,120.7,0,1,0,22/11/16
102052,103,0,2,0,22/11/16
102053,99.5,0,2,0,24/11/16
102054,72,0,0,0,22/11/16
102055,0,0,1,0,23/11/16
102056,0,0,0,0,23/11/16
102057,75,0,0,0,3/06/17
102058,79.2,0,1,0,23/11/16
102059,73.35,0,1,0,23/11/16
102060,73.35,0,1,0,23/11/16
102061,73.35,0,1,0,23/11/16
102062,68.07,0,5,0,23/11/16
102063,75,0,0,0,23/11/16
102064,75,0,0,0,23/11/16
102065,85,0,0,0,23/11/16
102066,75,0,0,0,23/11/16
102067,60.98,0,1,0,23/11/16
102068,75,0,0,0,23/11/16
102069,75,0,0,0,23/11/16
102070,75,0,0,0,23/11/16
102071,75,0,0,0,23/11/16
102072,75,0,0,0,23/11/16
102073,75,0,0,0,23/11/16
102074,75,0,0,0,23/11/16
102075,75,0,0,0,23/11/16
102076,75,0,0,0,23/11/16
102077,75,0,1,0,23/11/16
102078,75,0,0,0,23/11/16
102079,75,0,0,0,23/11/16
102080,75,0,0,0,23/11/16
102081,115,0,0,0,23/11/16
102082,85,0,0,0,23/11/16
102083,147.9,0,2,0,23/11/16
102084,75,0,1,0,23/11/16
102085,75,0,1,0,23/11/16
102086,79.2,0,1,0,23/11/16
102087,83.8,0,1,0,23/11/16
102088,68,0,0,0,23/11/16
102089,68,0,0,0,23/11/16
102090,116,0,0,0,23/11/16
102091,74.8,0,1,0,23/11/16
102092,75,0,0,0,23/11/16
102093,75,0,0,0,23/11/16
102094,75,0,0,0,23/11/16
102095,75,0,0,0,23/11/16
102096,75,0,0,0,23/11/16
102097,75,0,0,0,23/11/16
102098,85,0,0,0,23/11/16
102099,75,0,1,0,23/11/16
102100,75,0,1,0,23/11/16
102101,75,0,0,0,23/11/16
102102,75,0,0,0,23/11/16
102103,75,0,0,0,23/11/16
102104,98,0,0,0,23/11/16
102105,75,0,0,0,23/11/16
102106,75,0,0,0,23/11/16
102107,75,0,0,0,23/11/16
102108,75,0,0,0,23/11/16
102109,75,0,0,0,23/11/16
102110,75,0,0,0,23/11/16
102111,75,0,0,0,23/11/16
102112,75,0,0,0,23/11/16
102113,75,0,0,0,23/11/16
102114,75,0,0,0,23/11/16
102115,75,0,0,0,23/11/16
102116,85,0,0,0,23/11/16
102117,75,0,0,0,23/11/16
102118,75,0,0,0,23/11/16
102119,75,0,0,0,23/11/16
102120,75,0,0,0,23/11/16
102121,111,0,1,0,23/11/16
102122,101.51,0,1,0,23/11/16
102123,79.2,0,1,0,23/11/16
102124,73.35,0,1,0,23/11/16
102125,99,0,0,0,23/11/16
102126,75,0,0,0,23/11/16
102127,109.8,0,0,0,23/11/16
102128,75,0,0,0,23/11/16
102129,93.6,0,1,0,23/11/16
102130,0,0,0,0,23/11/16
102131,79.2,0,1,0,23/11/16
102132,85,0,1,0,23/11/16
102133,63,0,0,0,23/11/16
102134,98.1,0,0,0,23/11/16
102135,75,0,0,0,23/11/16
102136,85,0,0,0,23/11/16
102137,92.67,0,1,0,23/11/16
102138,63.58,0,0,0,23/11/16
102139,75,0,0,0,23/11/16
102140,75,0,0,0,23/11/16
102141,85,0,1,0,23/11/16
102142,75,0,0,0,23/11/16
102143,75,0,0,0,23/11/16
102144,72,0,0,0,23/11/16
102145,75,0,1,0,23/11/16
102146,85,0,1,0,23/11/16
102147,75,0,0,0,23/11/16
102148,75,0,0,0,23/11/16
102149,75,0,0,0,23/11/16
102150,85,0,0,0,23/11/16
102151,0,0,0,0,23/11/16
102152,75,0,0,0,23/11/16
102153,75,0,0,0,24/11/16
102154,68,0,1,0,24/11/16
102155,91.67,0,0,0,24/11/16
102156,0,0,2,0,24/11/16
102157,75,0,1,0,24/11/16
102158,0,0,0,0,24/11/16
102159,75,0,1,0,24/11/16
102160,75,0,1,0,24/11/16
102161,75,0,1,0,24/11/16
102162,95,0,0,0,24/11/16
102163,88,0,2,0,24/11/16
102164,91.38,0,1,0,24/11/16
102165,75,0,0,0,24/11/16
102166,94,0,1,0,24/11/16
102167,94,0,0,0,24/11/16
102168,94,0,0,0,24/11/16
102169,75,0,0,0,24/11/16
102170,100.67,0,1,0,24/11/16
102171,79.75,0,0,0,24/11/16
102172,86.4,0,2,0,24/11/16
102173,86.4,0,2,0,24/11/16
102174,86.7,0,0,0,24/11/16
102175,86.4,0,2,0,24/11/16
102176,74.88,0,0,0,24/11/16
102177,79.2,0,1,0,24/11/16
102178,85,0,0,0,24/11/16
102179,88,0,0,0,24/11/16
102180,92.54,0,2,0,24/11/16
102181,86.4,0,2,0,24/11/16
102182,75,0,0,0,24/11/16
102183,75,0,0,0,24/11/16
102184,88,0,0,0,24/11/16
102185,70.41,0,0,0,24/11/16
102186,6.4,0,0,0,7/12/16
102187,0,0,0,0,24/11/16
102188,85,0,0,0,24/11/16
102189,72,0,0,0,24/11/16
102190,75,0,0,0,24/11/16
102191,75,0,0,0,24/11/16
102192,86,1,1,0,24/11/16
102193,98.8,0,2,0,24/11/16
102194,75,0,0,0,24/11/16
102195,120,0,0,0,24/11/16
102196,64.37,0,1,0,24/11/16
102197,140,0,1,0,5/04/17
102198,61.53,0,1,0,24/11/16
102199,75,0,0,0,24/11/16
102200,57.6,0,1,0,24/11/16
102201,75,0,0,0,24/11/16
102202,98.8,0,2,0,24/11/16
102203,75,0,0,0,24/11/16
102204,88,0,2,0,24/11/16
102205,61.88,0,0,0,24/11/16
102206,85,0,2,0,24/11/16
102207,75,0,1,0,24/11/16
102208,102.6,0,1,0,24/11/16
102209,91.38,0,2,0,24/11/16
102210,75,0,0,0,24/11/16
102211,75,0,0,0,24/11/16
102212,75,0,0,0,24/11/16
102213,75.2,0,0,0,24/11/16
102214,75,0,1,0,24/11/16
102215,75,0,0,0,24/11/16
102216,79,0,1,0,24/11/16
102217,75,0,1,0,24/11/16
102218,75,0,0,0,24/11/16
102219,75,0,0,0,24/11/16
102220,75,0,0,0,24/11/16
102221,82.13,0,1,0,24/11/16
